name,type,breed,size,days_in_shelter,outcome_condition,is_sterilized,outcome
*TASMIN,DOG,CATAHOULA/MIX,3,29,1,1,1
MEOW,CAT,DOMESTIC SH,2,9,0,0,0
SPIKE,DOG,AM PIT BULL TER,4,11,0,0,0
CASH,DOG,BULL TERRIER/PARSON RUSS TER,2,25,0,0,0
RUBY,DOG,BORDER COLLIE,3,2,0,1,0
BEA,DOG,CHIHUAHUA SH,1,69,1,1,1
*FREYA,DOG,PARSON RUSS TER/BEAGLE,2,20,1,0,0
SCOUT,DOG,PARSON RUSS TER/MIX,2,9,1,1,1
27153,CAT,DOMESTIC SH,1,1,0,0,0
BAILEY,DOG,PIT BULL,3,10,1,1,0
ZIMA,DOG,LABRADOR RETR,4,1,0,0,0
SAMMY,DOG,BELG MALINOIS,1,18,1,1,1
BOO BOO,DOG,BORDER COLLIE,3,14,0,1,0
MAC,CAT,DOMESTIC MH,1,28,1,1,1
MADGE,DOG,ANATOL SHEPHERD,5,0,1,0,0
*NORTON,DOG,LHASA APSO/MIX,2,19,1,1,1
*BUTTERFLY,OTHER,CALIFORNIAN,2,36,1,1,1
NIMOY,DOG,BOSTON TERRIER,1,1,0,1,0
*SANDRA,CAT,DOMESTIC SH,2,18,1,1,1
*FELIX,CAT,MANX/MIX,2,3,0,1,0
NALLA,DOG,PIT BULL,4,1,0,1,0
ZIGGY,DOG,AUST KELPIE/MIX,3,53,1,1,1
*MEG,CAT,DOMESTIC SH,1,49,1,1,1
MAX,CAT,DOMESTIC SH,1,20,1,1,1
*BOQ,CAT,DOMESTIC SH,1,48,1,1,1
RAINBOW,DOG,AUST KELPIE/MIX,4,2,0,0,0
*SPICE,CAT,DOMESTIC SH,1,59,1,1,1
SHADOW,DOG,POODLE STND/MIX,3,1,0,0,0
AURORA LARIAT,DOG,IRISH TERRIER,2,7,0,1,0
SOPHIA,DOG,BELG MALINOIS,3,3,0,0,0
*LAILA,CAT,DOMESTIC SH,1,2,0,1,1
DIESEL,DOG,PIT BULL/MIX,3,39,0,1,0
*JULEP,CAT,DOMESTIC SH,1,113,1,1,1
MICKEY,DOG,PIT BULL,3,0,0,0,0
BUCK,DOG,AUST CATTLE DOG,3,0,1,0,0
KING,DOG,FRENCH BULLDOG,2,582,0,0,0
MAVERICK,CAT,DOMESTIC SH,1,1,1,1,1
SAGE,DOG,LABRADOR RETR,4,3,1,1,0
OLLIE,DOG,CATAHOULA/MIX,4,0,1,1,0
*REN,DOG,BLUETICK HOUND,1,9,1,1,1
*MOLLY,CAT,DOMESTIC SH,1,81,1,1,1
*ALAN,OTHER,RABBIT SH,2,21,1,1,0
TWO,DOG,PIT BULL/MIX,3,0,1,0,0
*CHRIS CHMURA,CAT,DOMESTIC SH,1,18,1,1,1
CHLOE,DOG,PARSON RUSS TER/MIX,3,9,1,0,0
*CASSIUS,DOG,BOXER/MIX,1,3,0,0,0
*SCOTT,CAT,DOMESTIC SH,1,7,1,1,1
OREO,DOG,POODLE MIN/MIX,2,1,1,1,0
*BREE,CAT,DOMESTIC SH,2,39,1,1,1
ZOE,DOG,PIT BULL,3,41,1,1,1
EASTON,DOG,PIT BULL,1,11,1,1,1
NANA,DOG,CHINESE SHARPEI/DACHSHUND,2,4,0,0,0
LEO,DOG,POODLE TOY,2,27,0,1,0
ANNIE,CAT,DOMESTIC SH,2,9,0,1,0
BABE,DOG,LABRADOR RETR,4,2,1,1,0
BOY,DOG,PIT BULL,3,3,1,0,0
RAVEN,DOG,FOX TERR SMOOTH/MIX,1,30,1,1,1
KIRRAH,DOG,GERM SHEPHERD,4,1,1,0,0
*CONNER,CAT,DOMESTIC SH,1,12,1,1,1
SABRINA,DOG,PIT BULL/DALMATIAN,4,0,1,1,0
*MIKE,CAT,DOMESTIC SH,1,29,1,1,1
SCOOTER,CAT,DOMESTIC SH,2,0,1,1,0
RYDER,DOG,LABRADOR RETR/MIX,4,0,1,0,0
*FELIX,CAT,DOMESTIC SH,1,16,1,1,1
SIR FRISKY,CAT,DOMESTIC SH,2,60,1,1,1
TUCKER,DOG,SHIH TZU/MIX,2,0,0,0,0
BICA,DOG,BOUV FLANDRES,4,1,1,1,0
COYO/KING,DOG,GERM SHEPHERD,3,10,1,0,0
LITTLE GREY,CAT,DOMESTIC SH,2,60,1,1,1
*PHILLIP,DOG,PIT BULL,3,56,1,1,1
*PETUNIA,CAT,DOMESTIC SH,2,34,1,1,1
NIKI,DOG,RAT TERRIER,2,54,0,1,0
PINKY,DOG,PIT BULL,3,16,1,0,0
DEXTER,CAT,DOMESTIC SH,2,60,1,1,1
LUKE,DOG,GREAT PYRENEES/CATAHOULA,1,11,1,1,1
*UBE,CAT,DOMESTIC SH,1,64,1,1,1
MINT,CAT,DOMESTIC SH,2,14,1,1,0
BRUNO,DOG,ENG BULLDOG,3,14,1,0,0
FAT CHANCE,DOG,AUST SHEPHERD,3,1,1,1,0
CASPER,DOG,LABRADOR RETR,4,34,0,1,0
ROCKY,DOG,YORKSHIRE TERR/POODLE MIN,2,0,0,1,0
PANTERA,CAT,DOMESTIC SH,2,56,1,1,1
*BRENDA,CAT,DOMESTIC LH,2,98,1,1,1
*LORIE,CAT,DOMESTIC SH,1,18,1,1,1
BAILEY,DOG,CHIHUAHUA & MIX,3,72,1,1,1
TYRONE,DOG,BELG MALINOIS,4,1,1,0,0
*TYSON,DOG,LABRADOR RETR,3,31,1,1,0
*JADE,CAT,DOMESTIC SH,2,21,1,1,0
KATIE,DOG,PIT BULL/LABRADOR RETR,4,0,1,1,0
*LEIA,CAT,DOMESTIC SH,1,9,1,1,1
RUBI,DOG,SIBERIAN HUSKY,4,53,1,1,1
PHOEBE,DOG,PIT BULL/MIX,4,2,1,0,0
CHULA,DOG,CHIHUAHUA SH/PUG,2,1,1,1,0
SADIE,DOG,ENG SPRNGR SPAN,3,0,1,1,0
GUNNER,DOG,GERM SH POINT,4,0,1,1,0
LUCY,DOG,PUG,1,3,0,1,0
NALA,DOG,BOXER/MIX,4,15,1,1,1
55,OTHER,CHICKEN,2,0,0,0,0
OLLIE,CAT,DOMESTIC SH,2,15,1,1,1
*MISTY,CAT,DOMESTIC MH,2,94,1,1,1
GINGER,CAT,DOMESTIC SH,2,21,1,1,1
*CANDI,CAT,DOMESTIC SH,1,72,1,1,1
*LADY,CAT,DOMESTIC SH,1,9,1,1,1
*COBY,DOG,AKITA/ANATOL SHEPHERD,4,1,1,1,0
LEONIDAS,DOG,PIT BULL,1,27,1,1,1
BELLA,DOG,AUST CATTLE DOG/PIT BULL,3,4,1,0,0
CRUZIE,DOG,SHIH TZU,1,3,1,0,0
TOBY,DOG,CHIHUAHUA SH/MIX,2,0,1,1,0
*BILLY,DOG,CHIHUAHUA SH,2,34,1,1,1
FRED,DOG,DOBERMAN PINSCH/MIX,3,12,1,1,1
*KAHLUA,CAT,DOMESTIC SH,1,34,1,1,1
BUDDY,DOG,PIT BULL,4,37,0,1,0
*GREG,CAT,DOMESTIC SH,1,8,1,1,1
BONE,DOG,PIT BULL,3,1,1,0,0
FAITH,DOG,PIT BULL/MIX,4,0,1,1,0
MOLLY,DOG,LABRADOR RETR/BORDER COLLIE,3,0,0,1,0
*RUBY,CAT,DOMESTIC SH,1,41,1,1,1
*CILANTRO,OTHER,RABBIT SH,2,21,1,1,0
SARGE,DOG,PIT BULL,1,11,1,1,1
ZOE,DOG,GERM SHEPHERD,3,0,0,1,0
*PEGGY BUNKER,OTHER,RABBIT SH,2,14,1,0,0
OG,DOG,PIT BULL/MIX,3,12,1,1,0
WHISKEY,DOG,CHIHUAHUA SH,2,44,1,1,0
JACK,DOG,PARSON RUSS TER,1,0,1,0,0
ZIZOU,CAT,DOMESTIC SH,2,5,1,1,0
MARLEY,DOG,LABRADOR RETR/PIT BULL,3,0,1,1,0
*CLAIRE,DOG,PIT BULL/MIX,3,14,1,1,1
PANDA,DOG,AUST TERRIER,1,3,0,1,0
*KOURTNEY,DOG,GERM SHEPHERD,1,10,1,1,1
*GOLIATH,DOG,GERM SHEPHERD/MIX,4,58,1,1,1
*UHURA,CAT,DOMESTIC SH,1,15,1,1,1
*FINN,DOG,BORDER COLLIE,3,65,0,0,0
BENJI,DOG,CAIRN TERRIER/MIX,2,1,1,0,0
*SIMONE,CAT,DOMESTIC MH,1,1,1,1,1
WALTER,DOG,CHIHUAHUA SH/MIX,2,5,0,1,0
SMOKEY,CAT,DOMESTIC MH,2,2,0,1,0
MONTY,CAT,DOMESTIC SH,2,7,0,1,0
ZEUSSCHIN,DOG,AUST SHEPHERD,4,3,1,1,0
*HEIDI,DOG,GERM SHEPHERD/MIX,4,21,1,1,1
CABO,DOG,GOLDEN RETR,4,1,0,0,0
*CLIFF,DOG,CHIHUAHUA SH,1,34,0,0,0
DOTTIE,DOG,PIT BULL,3,3,1,0,0
*FOXY,DOG,CHIHUAHUA SH/MIX,2,25,1,1,0
FELIX,DOG,TOY FOX TERRIER/MIX,2,0,1,1,0
TIGER,DOG,PIT BULL/MIX,4,30,0,1,0
CODY,DOG,AUST SHEPHERD,3,43,0,0,0
*JENNY,CAT,DOMESTIC SH,2,3,1,1,0
PHOEBE,DOG,MALTESE/MIX,1,18,1,1,1
TUXEDO,CAT,DOMESTIC SH,2,24,0,1,0
COLE,DOG,FRENCH BULLDOG,2,0,0,0,0
CHUCKY,DOG,PIT BULL,3,1,1,1,0
CHARLIE,DOG,VIZSLA/MIX,3,2,0,1,0
LEVI,DOG,GERM SHEPHERD/SIBERIAN HUSKY,1,20,1,1,1
*SMOKEY,CAT,DOMESTIC SH,1,52,1,1,1
U.D.,DOG,AUST CATTLE DOG/MIX,3,38,1,1,1
ROCKET,DOG,LABRADOR RETR/PIT BULL,3,40,0,1,0
*PETER,DOG,PARSON RUSS TER/MIX,2,11,1,1,1
*TEDDIE,CAT,DOMESTIC SH,1,44,1,1,1
*ELTON,CAT,SIAMESE,2,15,1,1,0
*JOHN MCCLANE,DOG,PIT BULL/BULL TERR MIN,3,50,1,1,0
*LILY,CAT,DOMESTIC SH,1,30,1,1,1
*CORNFLAKE,DOG,CHIHUAHUA SH,1,0,1,1,0
*MAX,CAT,DOMESTIC SH,1,50,1,1,1
SHILOH,DOG,BORDER COLLIE/MIX,3,10,1,0,0
*CHIP,DOG,PAPILLON/MIX,2,26,1,0,0
TUMBLES,CAT,DOMESTIC SH,2,1,0,0,0
RILEY,DOG,GERM SHEPHERD,5,75,1,1,1
CHANEL,DOG,AUST KELPIE/MIX,3,1,0,1,0
LOLA,DOG,FRENCH BULLDOG,3,3,1,0,0
*GUY,CAT,DOMESTIC SH,1,18,1,1,1
*JESSICA,OTHER,RABBIT SH,2,21,1,1,1
CHA CHA,DOG,CHIHUAHUA SH,1,31,1,1,1
*SIREN,DOG,PIT BULL,4,100,1,1,1
*JENNY,CAT,DOMESTIC MH,2,11,1,1,1
*BIGAD,OTHER,GUINEA PIG,2,44,0,0,1
HERO,DOG,PIT BULL,4,0,1,0,0
JACK,DOG,CHIHUAHUA LH/MIX,2,3,1,0,0
BINGO,DOG,PARSON RUSS TER,2,45,1,1,1
KONA,DOG,ALASKAN HUSKY,3,0,1,0,0
LOBO,DOG,GERM SHEPHERD,3,7,1,1,0
COSMOS,DOG,GERM SH POINT/MIX,2,9,1,1,1
MOSHEP,DOG,LABRADOR RETR/GERM SHEPHERD,4,0,1,1,0
SAVAGE,DOG,PIT BULL,3,9,0,1,0
ROMEO,DOG,ALASKAN HUSKY/GERM SHEPHERD,4,30,0,0,0
BABY,DOG,PIT BULL/GERM SH POINT,4,23,1,1,0
CHUKO,DOG,GERM SHEPHERD/MIX,3,0,1,0,0
*CARROT,OTHER,RABBIT SH,2,146,1,1,1
*SIMON,CAT,DOMESTIC SH,1,50,1,1,1
DARLA,DOG,LABRADOR RETR,3,6,1,0,0
JACK,DOG,DOBERMAN PINSCH,3,16,1,1,1
BEBE,DOG,PIT BULL,4,10,1,1,0
MILO,DOG,PARSON RUSS TER/MIX,3,15,0,1,0
MONKEY,DOG,CHIHUAHUA SH/MIX,2,12,0,0,0
*JELLYBEAN,OTHER,RABBIT SH,2,51,1,1,0
PRINCESS,DOG,PIT BULL,3,1,1,1,0
THELMA,DOG,PIT BULL/MIX,1,48,1,1,1
*CATHERINE,CAT,DOMESTIC SH,2,88,1,1,1
*STEPHEN,CAT,DOMESTIC MH,2,39,1,1,1
NALA,DOG,GERM SHEPHERD/SIBERIAN HUSKY,4,0,0,1,0
DUKE,DOG,CHIHUAHUA SH/DACHSHUND,1,7,0,1,0
GATINA,CAT,DOMESTIC SH,2,4,1,1,0
*HELEN,DOG,AUST SHEPHERD,4,18,0,1,0
*TIG,CAT,DOMESTIC SH,2,51,1,1,1
PELUCHIN,DOG,CHIHUAHUA LH/MIX,2,32,1,0,0
*DARIAN,CAT,DOMESTIC SH,2,29,1,1,1
HONEY,DOG,CHIHUAHUA SH,2,17,1,1,1
MOBSTER,DOG,TIBETAN SPAN/MIX,2,1,0,0,0
*PEMA,CAT,DOMESTIC SH,1,61,1,1,0
LUCKY,DOG,PIT BULL,4,29,0,0,0
STELLA,DOG,GERM WH POINT,4,1,1,0,0
*JACKSON,CAT,DOMESTIC LH,1,6,1,1,1
*JUNE,CAT,DOMESTIC SH,1,15,1,1,1
*ROMY,OTHER,RABBIT SH,2,5,0,0,0
BRADLEY COOPER,DOG,DACHSHUND,2,2,0,1,0
JORDAN,DOG,TIBETAN TERR/MIX,2,3,0,1,0
DUKE,DOG,PIT BULL,3,1,1,1,0
JETT,DOG,PIT BULL/MIX,4,4,1,1,0
SID,DOG,CHOW CHOW,3,11,0,1,0
*HARLEY,CAT,DOMESTIC LH,1,74,1,1,1
*OCTAVIA,CAT,ABYSSINIAN,2,94,1,1,1
POCHO,DOG,PIT BULL,4,15,1,0,0
BOWIE,CAT,DOMESTIC MH,2,2,1,1,0
IKE,DOG,GERM SHEPHERD/MIX,3,0,1,1,0
*MAJOR,DOG,SIBERIAN HUSKY,3,211,1,1,0
COAL,DOG,PARSON RUSS TER/MIX,1,8,1,1,1
JASPER,CAT,DOMESTIC SH,2,8,0,1,0
*HAPPINESS,CAT,DOMESTIC SH,1,16,1,1,1
NANAS,DOG,ENG BULLDOG,2,7,0,0,0
ROSCO,DOG,PIT BULL,1,0,1,1,0
*TALISKER,CAT,DOMESTIC SH,1,27,1,1,1
*HANSEL,DOG,PIT BULL/MIX,3,291,0,1,1
CANTRA,CAT,DOMESTIC SH,1,64,1,1,1
YODA,DOG,SIBERIAN HUSKY,4,6,0,0,0
BRUNO,DOG,PIT BULL,4,2,0,1,0
MARY JANE,DOG,PIT BULL,4,1,1,1,0
COBRA,DOG,PIT BULL,3,14,1,1,0
TOMMY,DOG,CHIHUAHUA SH,2,33,1,0,0
HENDL,CAT,DOMESTIC SH,2,22,1,1,1
CALI,DOG,FOX TERR SMOOTH,2,0,1,1,0
*FOXY,DOG,CHIHUAHUA SH/MIX,2,17,1,1,0
RANDY GIRL,DOG,PARSON RUSS TER,2,0,0,1,0
EZERA,DOG,GERM SHEPHERD,3,1,0,1,0
*ADAM DRIVER,CAT,DOMESTIC SH,1,66,1,1,1
PARIS,DOG,CHIHUAHUA SH,2,5,1,0,0
*BOB,CAT,DOMESTIC SH,1,21,1,1,1
PARIS,DOG,SCOT TERRIER,2,0,0,0,0
ROCKY,DOG,SIBERIAN HUSKY,4,22,0,0,0
MATILDA,DOG,ROTTWEILER,4,15,0,0,0
CLARABELLA,DOG,CHIHUAHUA SH,1,4,0,1,0
SABO,DOG,GERM SHEPHERD,4,59,1,1,1
OLIVE,DOG,SIBERIAN HUSKY,4,1,0,1,0
*GINGER,DOG,GERM SHEPHERD/MIX,4,23,1,1,0
CHEWY JR,DOG,SHIH TZU,2,7,1,1,1
ROSCO,DOG,BULL TERRIER,3,275,0,1,0
WHISKEY,DOG,PIT BULL,4,5,1,1,1
SIMON,DOG,CHIHUAHUA SH,1,49,1,1,1
TEDDY,DOG,GERM SHEPHERD,4,85,0,1,0
NERO,DOG,CANE CORSO,5,0,1,0,0
STOLO,DOG,MIN PINSCHER/CHIHUAHUA SH,1,2,1,1,0
MUNEQA,DOG,GERM SHEPHERD,1,1,0,0,0
MAX,DOG,AUST SHEPHERD/MIX,3,22,1,1,1
DUKE,DOG,LABRADOR RETR,4,0,1,0,0
THOR,DOG,SHIH TZU/MIX,2,21,1,1,0
SARGEANT,DOG,GERM SHEPHERD,4,14,0,0,0
*PERRY,DOG,PIT BULL,3,105,1,1,1
BALU,DOG,PUG,2,0,0,0,0
DUCKIE,DOG,CHIHUAHUA SH/MIX,2,1,1,0,0
*TINY TIM,OTHER,DWARF HOTOT,2,52,1,1,0
RICKY,DOG,CHIHUAHUA SH/MIX,2,0,1,1,0
LINK,DOG,BORDER COLLIE,3,0,1,0,0
ROCCO,DOG,AM PIT BULL TER,3,47,1,1,1
REMINGTON,DOG,DUTCH SHEPHERD/MIX,1,5,0,1,1
*SAMANTHA,CAT,DOMESTIC LH,2,20,1,1,0
ZENA,DOG,PIT BULL/MIX,3,14,0,0,0
TUFFY/SCOOCH,DOG,BORDER COLLIE/MIX,3,1,1,0,0
LUNA,DOG,PARSON RUSS TER,2,0,0,0,0
BAILEY,CAT,DOMESTIC SH,1,4,1,1,1
LUCY,DOG,AUST CATTLE DOG,2,16,1,1,1
GINGER,DOG,AUST CATTLE DOG/MIX,2,15,1,1,1
JACK,DOG,LABRADOR RETR,4,0,1,1,0
KITTLE,DOG,PIT BULL/MIX,4,0,0,1,0
*BIRCH,CAT,DOMESTIC SH,2,50,1,1,0
TIGGER,CAT,DOMESTIC SH,3,4,0,0,0
CAMILLE,CAT,DOMESTIC SH,2,5,1,1,0
*LEIA,CAT,DOMESTIC MH,1,25,0,1,1
*SHEILA,CAT,DOMESTIC SH,1,35,1,1,1
*ROO,CAT,DOMESTIC SH,1,40,1,1,1
COCOA,CAT,DOMESTIC SH,2,0,0,0,0
SASHA,DOG,PIT BULL,3,0,1,0,0
LEO,DOG,CHIHUAHUA SH,2,17,1,1,1
RAGGEDY ANN,DOG,POMERANIAN/ITAL GREYHOUND,2,22,1,1,1
OSO,DOG,GERM SHEPHERD,1,20,1,1,0
CLAUDIA,DOG,ALASK MALAMUTE/MIX,3,0,1,1,0
TANK,DOG,GERM SHEPHERD,3,13,0,0,0
ARI,DOG,PIT BULL,3,3,0,1,0
ZOE,DOG,POODLE MIN/MIX,2,1,1,1,0
CHICA,DOG,CHIHUAHUA SH,2,15,1,1,1
CRICKET,DOG,POMERANIAN/MIX,2,28,1,1,1
COCO,DOG,LABRADOR RETR,3,0,1,0,0
BELLA,DOG,GERM SHEPHERD,4,1,1,1,0
RUEGER,DOG,GOLDEN RETR,4,1,1,1,0
NICK,DOG,PARSON RUSS TER/MIX,3,25,1,1,1
BELLA,DOG,MASTIFF/PIT BULL,4,8,1,1,1
TOM,CAT,DOMESTIC SH,2,0,0,0,0
ELSA,CAT,DOMESTIC SH,1,41,1,1,1
*WHISPER,CAT,DOMESTIC SH,1,53,1,1,1
ARTHUR,DOG,PIT BULL,4,37,1,1,0
29204,CAT,DOMESTIC SH,1,0,0,0,0
BUBBA,DOG,PIT BULL,3,45,1,1,1
ZIGGY,DOG,DACHSHUND,2,1,1,1,0
SARA,CAT,DOMESTIC LH,2,24,1,1,1
*KATE,DOG,ENG FOXHOUND/MIX,3,75,1,1,1
SCOOBY DOO,DOG,LABRADOR RETR,3,0,1,0,0
PRINCESS,DOG,GERM SHEPHERD,4,1,1,1,0
ROSIE,DOG,PIT BULL,4,1,1,1,0
MAMBA,DOG,PIT BULL,3,19,0,1,0
ZIPPO,DOG,AUST CATTLE DOG,3,4,1,0,0
*KIRA,DOG,AUST CATTLE DOG,3,3,0,1,0
*TRISH,DOG,CHIHUAHUA SH/MIX,1,15,1,1,1
*WALTER,DOG,GREAT PYRENEES,4,13,0,1,1
ABBY,DOG,GERM SHEPHERD/MIX,4,1,0,0,0
*MISSY,CAT,DOMESTIC SH,1,14,1,1,1
BALTO,DOG,SIBERIAN HUSKY,4,1,1,0,0
BOOTS,DOG,PIT BULL,3,6,0,1,0
*STEVEN,DOG,TOY FOX TERRIER/MIX,2,17,1,1,1
*JAZMINE,DOG,GERM SHEPHERD,3,40,1,1,1
JUNE,DOG,FRENCH BULLDOG,2,1,0,1,0
NICKY,DOG,QUEENSLAND HEEL,4,0,1,1,0
*CHARLIZE,CAT,DOMESTIC SH,1,6,1,1,1
GHANDI,CAT,DOMESTIC SH,2,20,1,1,1
JAX,DOG,PIT BULL/MIX,4,13,0,0,0
*KALIMA,DOG,CHIHUAHUA SH/MIX,2,42,1,1,1
BESSIE,DOG,CHIHUAHUA SH/RAT TERRIER,1,26,0,1,0
IVY,DOG,PIT BULL/MIX,3,7,1,0,0
SPARKY,DOG,PIT BULL/BOXER,3,14,0,1,0
BADGER,DOG,CATAHOULA/LABRADOR RETR,3,1,1,1,0
*ARCHIE,DOG,TIBETAN TERR/MIX,2,27,1,1,1
DIAMONDS,CAT,DOMESTIC SH,2,12,0,1,0
CHANCE,DOG,PIT BULL/MIX,4,0,1,1,0
*ANABELLE,DOG,BORDER COLLIE/MIX,3,16,0,1,1
LETTY,DOG,DACHSHUND/MIX,2,28,1,1,1
DIXIE,DOG,MALTESE/MIX,2,2,1,1,1
LADY,DOG,TR WALKER HOUND/MIX,3,3,1,1,1
COQUI,DOG,AMER ESKIMO/MIX,3,1,1,0,0
*ROMEO,CAT,DOMESTIC SH,1,19,1,1,1
COCO,DOG,CHIHUAHUA SH,1,3,0,1,0
KENYA,DOG,GOLDEN RETR,3,2,1,1,0
SMOKEY,CAT,DOMESTIC SH,2,60,1,1,1
CHIQUITO,DOG,CAIRN TERRIER/MIX,2,0,1,1,0
BADGER,DOG,CATAHOULA/LABRADOR RETR,3,1,1,1,0
MOJO,DOG,CHIHUAHUA SH/MIX,1,0,0,1,0
*GEORGE,OTHER,RABBIT SH,2,28,1,1,0
DOUGLAS,DOG,PIT BULL,3,14,0,1,0
COCO,DOG,PIT BULL/MIX,1,1,1,1,1
JEDI,DOG,GERM SHEPHERD/MIX,4,21,0,1,0
PRINCESS,DOG,AUST CATTLE DOG,3,1,1,0,0
FAWN,DOG,PIT BULL,3,1,0,0,0
*CUPCAKE,CAT,DOMESTIC SH,1,46,1,1,1
SPIKE,DOG,BELG MALINOIS,4,1,1,1,0
AMETHYST,DOG,GERM SHEPHERD/MIX,4,1,1,1,0
SKY,DOG,SIBERIAN HUSKY,3,0,0,0,0
FRANKIE,DOG,PIT BULL/MIX,4,38,1,1,1
BABY,CAT,DOMESTIC LH,2,17,0,1,0
MANNY,DOG,GERM SHEPHERD/MIX,4,0,1,1,0
RILEY,DOG,GERM SHEPHERD,3,18,1,1,1
SUE,CAT,DOMESTIC SH,2,17,1,1,0
LADY,DOG,GERM SHEPHERD/SIBERIAN HUSKY,1,37,1,1,1
SCHATZI,DOG,AUST KELPIE/MIX,1,30,1,1,1
CHACORTA,DOG,AMER BULLDOG/MIX,4,0,0,1,0
*SCOOP,DOG,BORDER COLLIE/MIX,3,62,1,1,1
SONNY,DOG,SHIH TZU,2,0,1,1,0
MARY JANE,DOG,CHIHUAHUA SH/PARSON RUSS TER,1,36,1,1,1
POCHOTA,DOG,GREAT PYRENEES,5,1,0,0,0
NEMO,DOG,CHIHUAHUA SH/MIX,2,0,1,0,0
DAISY,DOG,PARSON RUSS TER/MIX,2,0,1,1,0
SAMANTHA,DOG,PIT BULL,3,2,1,0,0
ZEKE,DOG,FOX TERR WIRE/MIX,2,41,0,1,1
*YOLANDA,CAT,DOMESTIC SH,2,58,1,1,1
DOKA,DOG,PIT BULL/MIX,3,37,0,0,0
ROCKY,DOG,GERM SHEPHERD,4,2,0,1,0
*CYBER,DOG,GERM SHEPHERD/BORDER COLLIE,4,21,1,1,0
*SMITH,CAT,DOMESTIC SH,2,35,0,1,0
JOEY,CAT,DOMESTIC SH,1,8,1,1,1
SIMBA,CAT,DOMESTIC SH,2,50,1,1,0
AOWYN,DOG,ANATOL SHEPHERD,4,17,1,1,1
MAX,DOG,SIBERIAN HUSKY,3,32,1,0,0
COOPER,CAT,DOMESTIC SH,2,2,1,1,0
POLO,DOG,DOBERMAN PINSCH,3,20,0,0,0
MOLLY,CAT,DOMESTIC SH,2,1,0,1,0
GOOCH,CAT,DOMESTIC LH,2,8,0,1,0
*KANSAS,DOG,DUTCH SHEPHERD/MIX,4,52,1,1,1
SADIE,DOG,PIT BULL/MIX,3,1,0,0,0
PRINCESS,DOG,CHIHUAHUA SH,1,0,1,1,0
*DONOVAN,DOG,DACHSHUND/MIX,2,30,0,1,0
BELLA,DOG,AUST CATTLE DOG/BASENJI,3,0,1,1,0
ROSCOE,DOG,PARSON RUSS TER,2,15,1,1,1
BOO,DOG,BORDER COLLIE/MIX,4,2,0,1,0
CHUBBIES,DOG,PIT BULL,3,4,1,0,0
CHARLIE,DOG,FLAT COAT RETR/GERM SHEPHERD,4,8,1,1,0
BANDIT,DOG,BEAGLE/MIX,3,0,1,1,0
SHADOW,CAT,DOMESTIC SH,2,10,0,1,0
GENERAL,DOG,AUST SHEPHERD/PIT BULL,3,7,1,0,0
WALKER,DOG,PIT BULL/MIX,1,0,1,1,0
SPONGE BOB,OTHER,GUINEA PIG,2,65,1,0,1
PUKI,DOG,AKITA,4,1,1,1,0
KITTY CAT,DOG,PIT BULL,3,0,1,0,0
XENA,DOG,LABRADOR RETR/MIX,3,20,1,1,1
BULLY,DOG,PIT BULL,3,23,1,1,0
*STEVIE,OTHER,NETHERLND DWARF,2,89,1,0,0
*SPARKY,DOG,CHIHUAHUA SH,1,9,1,1,1
BLAZE,DOG,PIT BULL,3,67,0,1,0
ROXY,DOG,SIBERIAN HUSKY/GERM SHEPHERD,4,16,1,1,0
*MURPHY,DOG,AMER BULLDOG/PIT BULL,3,75,0,1,0
*KRIS,CAT,DOMESTIC SH,1,3,1,1,1
*AMELIA,OTHER,PEAFOWL,2,40,1,0,1
LUNA,DOG,CHIHUAHUA SH,1,2,1,1,0
*AVERY,OTHER,RABBIT SH,2,21,1,1,0
*GODIVA,DOG,PIT BULL,1,8,1,1,1
GOTTI,DOG,PIT BULL,3,1,1,1,0
FRANNIE,DOG,BORDER COLLIE/MIX,3,2,1,1,0
*OTTER,CAT,DOMESTIC SH,1,57,1,1,1
SASSY,DOG,CHIHUAHUA SH,2,20,1,1,0
29203,CAT,DOMESTIC SH,1,0,0,0,0
LUCA,DOG,BELG MALINOIS,4,0,0,1,0
PELUCHI,DOG,POODLE MIN,3,2,0,0,0
*ALVIE,CAT,DOMESTIC SH,1,26,1,0,0
IZZY,DOG,PUG/MIX,1,11,1,1,0
*WAFFLE,DOG,OLD ENG BULLDOG/PIT BULL,3,10,0,1,0
MOJO,DOG,POODLE MIN/MIX,2,0,1,1,0
RICHIE,DOG,ALASKAN HUSKY,4,31,0,0,0
BAGHEERA,CAT,DOMESTIC SH,2,23,1,1,1
SUNSHINE,CAT,DOMESTIC SH,3,33,0,0,0
OBIE,DOG,AUST CATTLE DOG/MIX,3,16,0,0,0
LOBO,DOG,GERM SHEPHERD,4,18,0,0,0
BUMBLE,DOG,BORDER COLLIE/MIX,3,1,1,1,0
RALO,DOG,SIBERIAN HUSKY/MIX,4,1,1,0,0
*BELLE,DOG,PIT BULL/MIX,2,10,1,1,1
KAI,DOG,GERM SHEPHERD/MIX,4,0,0,0,0
JUNO,DOG,RAT TERRIER/GERM SHEPHERD,1,1,1,1,0
LILA,DOG,CHIHUAHUA SH,2,2,0,0,0
OSO,DOG,BORDER COLLIE,3,3,0,0,0
DOLCE,DOG,BELG MALINOIS/MIX,4,0,1,0,0
*PANTHER,OTHER,CHICKEN,2,19,1,0,0
